customer_ID,gender,tenure,internet_service,contract,payment_method,monthly_charges,total_charges,churn
9057-MSWCO,Male,27,DSL,Month-to-month,Credit card (automatic),31,805,1
9833-TGFHX,Male,42,Fiber optic,One year,Electronic check,97,4017,0
9294-TDIPC,Male,5,No,Month-to-month,Mailed check,20,84,0
5229-DTFYB,Female,41,Fiber optic,Two year,Bank transfer (automatic),99,3959,0
0104-PPXDV,Male,58,DSL,One year,Credit card (automatic),50,2879,0
5176-LMJXE,Female,47,No,Two year,Mailed check,21,946,0
3583-KRKMD,Male,18,Fiber optic,Month-to-month,Bank transfer (automatic),76,1373,0
1010-DIAUQ,Male,5,Fiber optic,Month-to-month,Bank transfer (automatic),97,493,1
9069-LGEUL,Male,23,DSL,Month-to-month,Bank transfer (automatic),60,1406,0
7302-ZHMHP,Female,1,No,Month-to-month,Mailed check,19,19,0
9571-EDEBV,Male,71,Fiber optic,One year,Credit card (automatic),99,6963,0
3520-FJGCV,Male,72,Fiber optic,Two year,Credit card (automatic),113,8127,0
6563-VRERX,Male,33,No,One year,Mailed check,21,690,0
0259-GBZSH,Male,2,Fiber optic,Month-to-month,Electronic check,86,182,1
6122-EFVKN,Male,24,DSL,Two year,Mailed check,36,831,0
2805-EDJPQ,Female,56,Fiber optic,One year,Credit card (automatic),100,5608,0
6862-CQUMB,Male,37,Fiber optic,Month-to-month,Credit card (automatic),96,3647,0
7156-MXBJE,Female,43,DSL,One year,Credit card (automatic),85,3662,0
6158-HDPXZ,Male,1,DSL,Month-to-month,Mailed check,25,25,0
9601-BRXPO,Female,25,Fiber optic,Month-to-month,Bank transfer (automatic),105,2567,1
2863-IMQDR,Female,61,DSL,Two year,Electronic check,90,5309,0
5686-CMAWK,Male,17,Fiber optic,One year,Electronic check,87,1410,0
5651-CRHKQ,Female,41,Fiber optic,One year,Bank transfer (automatic),86,3339,0
6905-NIQIN,Male,1,DSL,Month-to-month,Mailed check,51,51,1
8204-YJCLA,Male,72,DSL,Two year,Bank transfer (automatic),65,4732,0
5167-ZFFMM,Male,1,Fiber optic,Month-to-month,Credit card (automatic),91,91,1
6583-SZVGP,Male,48,Fiber optic,Two year,Bank transfer (automatic),108,5067,0
4895-TMWIR,Male,11,No,Month-to-month,Mailed check,20,215,1
0533-BNWKF,Female,55,Fiber optic,Month-to-month,Electronic check,85,4875,1
1708-PBBOA,Female,42,DSL,One year,Electronic check,55,2348,0
8782-LKFPK,Male,44,Fiber optic,Month-to-month,Mailed check,90,4063,0
5522-JBWMO,Male,1,DSL,Month-to-month,Electronic check,44,44,0
3597-MVHJT,Female,27,Fiber optic,Month-to-month,Bank transfer (automatic),96,2595,0
9774-NRNAU,Male,27,DSL,Month-to-month,Bank transfer (automatic),85,2310,0
0224-RLWWD,Female,2,DSL,Month-to-month,Electronic check,44,89,0
9967-ATRFS,Female,19,No,Month-to-month,Mailed check,20,368,0
3951-NJCVI,Female,42,Fiber optic,Month-to-month,Electronic check,95,3945,0
2977-CEBSX,Female,66,DSL,Two year,Credit card (automatic),90,5966,0
0177-PXBAT,Male,33,Fiber optic,Month-to-month,Bank transfer (automatic),110,3695,0
6599-CEBNN,Female,34,Fiber optic,Month-to-month,Credit card (automatic),74,2524,1
2519-ERQOJ,Male,33,DSL,Month-to-month,Electronic check,55,1804,0
5876-QMYLD,Female,23,No,One year,Mailed check,20,415,0
2277-AXSDC,Female,32,No,One year,Bank transfer (automatic),20,624,0
9442-JTWDL,Female,11,No,One year,Credit card (automatic),20,238,0
0979-PHULV,Male,69,Fiber optic,Month-to-month,Credit card (automatic),99,7008,1
3067-SVMTC,Female,68,DSL,One year,Bank transfer (automatic),56,3849,0
5495-GPSRW,Male,20,No,Two year,Mailed check,20,419,0
7606-BPHHN,Male,72,No,Two year,Credit card (automatic),20,1469,0
4742-DRORA,Male,60,Fiber optic,One year,Bank transfer (automatic),95,5812,0
0111-KLBQG,Male,32,Fiber optic,Month-to-month,Mailed check,94,2861,0
4800-VHZKI,Female,1,No,Month-to-month,Mailed check,20,20,1
7989-CHGTL,Male,1,No,Month-to-month,Mailed check,20,20,1
0334-GDDSO,Male,3,Fiber optic,Month-to-month,Electronic check,81,234,1
4163-NCJAK,Female,46,No,One year,Bank transfer (automatic),24,1066,0
5233-AOZUF,Female,29,Fiber optic,Month-to-month,Electronic check,75,2149,0
5973-EJGDP,Male,51,Fiber optic,Month-to-month,Electronic check,87,4473,0
1996-DBMUS,Female,48,Fiber optic,Month-to-month,Bank transfer (automatic),71,3545,0
7916-VCCPB,Female,16,Fiber optic,Month-to-month,Bank transfer (automatic),73,1196,0
4686-GEFRM,Male,70,Fiber optic,Two year,Bank transfer (automatic),99,6859,0
5249-QYHEX,Female,40,No,Two year,Mailed check,25,1025,0
0578-SKVMF,Female,22,Fiber optic,Month-to-month,Electronic check,83,1846,1
5564-NEMQO,Female,1,Fiber optic,Month-to-month,Bank transfer (automatic),75,75,1
2233-FAGXV,Female,5,No,Month-to-month,Mailed check,24,132,0
5605-IYGFG,Female,7,Fiber optic,Month-to-month,Bank transfer (automatic),70,515,0
7663-ZTEGJ,Male,29,Fiber optic,One year,Credit card (automatic),101,2830,0
3935-TBRZZ,Male,44,No,One year,Mailed check,26,1111,0
8111-BKVDS,Female,10,DSL,Month-to-month,Bank transfer (automatic),41,449,0
2055-SIFSS,Female,55,DSL,Month-to-month,Bank transfer (automatic),52,2839,0
2806-MLNTI,Male,52,Fiber optic,One year,Bank transfer (automatic),105,5376,0
8734-DKSTZ,Female,10,Fiber optic,Month-to-month,Electronic check,86,859,0
4360-PNRQB,Male,18,Fiber optic,Month-to-month,Bank transfer (automatic),76,1395,0
6152-ONASV,Female,68,DSL,One year,Bank transfer (automatic),58,3976,0
9063-ZGTUY,Female,61,No,Month-to-month,Mailed check,19,1183,1
7781-HVGMK,Female,72,DSL,Two year,Credit card (automatic),65,4784,0
2181-UAESM,Male,2,DSL,Month-to-month,Electronic check,53,120,0
2957-LOLHO,Male,12,DSL,Month-to-month,Bank transfer (automatic),45,519,1
6048-NJXHX,Male,41,No,Two year,Electronic check,20,899,0
2320-SLKMB,Female,26,DSL,Month-to-month,Credit card (automatic),44,1184,0
4980-URKXC,Male,36,No,One year,Bank transfer (automatic),21,720,0
4376-KFVRS,Male,72,Fiber optic,Two year,Credit card (automatic),114,8468,0
5886-VLQVU,Male,35,Fiber optic,Month-to-month,Bank transfer (automatic),90,3161,0
3577-AMVUX,Male,1,DSL,Month-to-month,Mailed check,55,55,0
0771-WLCLA,Female,16,Fiber optic,Month-to-month,Electronic check,113,1883,0
5628-RKIFK,Female,49,Fiber optic,Month-to-month,Credit card (automatic),102,5070,0
0206-TBWLC,Female,54,Fiber optic,One year,Mailed check,115,6050,0
2937-FTHUR,Female,18,DSL,Month-to-month,Electronic check,65,1167,0
1910-FMXJM,Female,36,Fiber optic,Month-to-month,Electronic check,80,2938,0
7752-XUSCI,Female,60,Fiber optic,Month-to-month,Electronic check,106,6396,1
4110-PFEUZ,Female,1,Fiber optic,Month-to-month,Mailed check,70,70,1
0732-OCQOC,Female,52,No,Two year,Bank transfer (automatic),25,1270,0
5168-MSWXT,Male,8,Fiber optic,Month-to-month,Electronic check,95,760,0
1090-ESELR,Male,72,Fiber optic,Two year,Bank transfer (automatic),106,7612,0
8592-PLTMQ,Female,64,No,One year,Mailed check,25,1643,0
5760-WRAHC,Female,22,DSL,Month-to-month,Mailed check,70,1545,0
8847-GEOOQ,Male,60,DSL,Month-to-month,Bank transfer (automatic),60,3582,0
0256-LTHVJ,Female,28,Fiber optic,Month-to-month,Electronic check,81,2227,1
4785-FCIFB,Female,61,No,Two year,Mailed check,24,1418,0
8313-NDOIA,Female,24,Fiber optic,Month-to-month,Electronic check,104,2495,0
5149-CUZUJ,Male,28,Fiber optic,One year,Bank transfer (automatic),93,2768,0
0942-KOWSM,Female,30,DSL,Two year,Bank transfer (automatic),81,2369,0
4237-CLSMM,Male,2,No,Month-to-month,Mailed check,20,38,0
1452-VOQCH,Male,1,Fiber optic,Month-to-month,Electronic check,75,75,0
4719-UMSIY,Male,6,No,Month-to-month,Mailed check,20,101,0
6614-VBEGU,Female,24,DSL,Month-to-month,Bank transfer (automatic),69,1614,0
0880-TKATG,Male,4,Fiber optic,Month-to-month,Electronic check,101,386,1
3811-VBYBZ,Male,7,Fiber optic,Month-to-month,Electronic check,100,673,1
1480-BKXGA,Male,72,Fiber optic,Two year,Bank transfer (automatic),116,8405,0
2996-XAUVF,Male,70,DSL,Two year,Mailed check,40,2800,0
9076-AXYIK,Male,64,Fiber optic,Two year,Electronic check,102,6538,0
5968-XQIVE,Male,72,Fiber optic,One year,Electronic check,90,6589,0
8896-RAZCR,Female,44,No,Two year,Mailed check,20,868,0
4640-UHDOS,Female,13,DSL,Month-to-month,Electronic check,56,734,1
4933-IKULF,Female,17,No,One year,Mailed check,21,331,0
3583-EKAPL,Male,1,DSL,Month-to-month,Electronic check,55,55,1
1304-BCCFO,Male,9,DSL,Month-to-month,Mailed check,70,564,0
4104-PVRPS,Male,24,DSL,Month-to-month,Mailed check,54,1315,0
9399-APLBT,Female,1,Fiber optic,Month-to-month,Electronic check,75,75,1
2359-KMGLI,Male,24,Fiber optic,Month-to-month,Electronic check,80,1862,1
3780-DDGSE,Male,35,DSL,Month-to-month,Electronic check,76,2747,0
4431-EDMIQ,Female,7,DSL,Month-to-month,Electronic check,76,554,0
0306-JAELE,Male,5,Fiber optic,Month-to-month,Electronic check,96,453,1
6227-HWPWX,Female,15,Fiber optic,Month-to-month,Bank transfer (automatic),69,995,1
0486-LGCCH,Male,11,No,Two year,Mailed check,20,226,0
0447-BEMNG,Female,48,DSL,Month-to-month,Bank transfer (automatic),45,2145,1
4612-SSVHJ,Female,20,Fiber optic,Month-to-month,Electronic check,81,1672,0
5168-MQQCA,Female,72,Fiber optic,One year,Bank transfer (automatic),109,8004,0
5949-XIKAE,Female,8,Fiber optic,Month-to-month,Electronic check,84,680,1
7971-HLVXI,Male,72,Fiber optic,Two year,Credit card (automatic),85,6131,0
9094-AZPHK,Female,15,Fiber optic,Month-to-month,Electronic check,100,1415,0
3649-JPUGY,Male,72,DSL,Two year,Bank transfer (automatic),89,6202,0
4472-LVYGI,Female,0,DSL,Two year,Bank transfer (automatic),53, ,0
8372-JUXUI,Male,1,Fiber optic,Month-to-month,Electronic check,74,74,1
3552-CTCYF,Male,63,Fiber optic,Two year,Bank transfer (automatic),105,6597,0
6778-YSNIH,Female,2,DSL,Month-to-month,Electronic check,59,114,0
0388-EOPEX,Female,2,Fiber optic,Month-to-month,Electronic check,74,139,1
5756-OZRIO,Male,61,DSL,One year,Bank transfer (automatic),64,3903,0
6579-JPICP,Male,1,No,Month-to-month,Mailed check,20,20,0
8205-OTCHB,Male,22,DSL,One year,Bank transfer (automatic),44,904,1
4134-BSXLX,Male,28,DSL,Month-to-month,Mailed check,61,1786,0
0505-SPOOW,Female,70,No,Two year,Bank transfer (automatic),20,1398,0
6235-VDHOM,Female,5,DSL,Month-to-month,Electronic check,28,131,1
7783-YKGDV,Female,12,Fiber optic,Month-to-month,Bank transfer (automatic),100,1238,1
4374-YMUSQ,Male,34,Fiber optic,One year,Credit card (automatic),116,3899,0
4513-CXYIX,Female,71,Fiber optic,Two year,Credit card (automatic),81,5676,0
3957-HHLMR,Female,70,DSL,One year,Bank transfer (automatic),65,4543,0
7803-XOCCZ,Female,52,Fiber optic,Month-to-month,Bank transfer (automatic),84,4327,0
5736-YEJAX,Male,69,DSL,Two year,Credit card (automatic),79,5503,0
5609-CEBID,Female,20,Fiber optic,Month-to-month,Electronic check,94,1782,1
8981-FJGLA,Male,11,Fiber optic,Month-to-month,Mailed check,78,852,0
7218-HKQFK,Male,2,Fiber optic,Month-to-month,Electronic check,94,168,1
4636-QRJKY,Female,6,Fiber optic,Month-to-month,Electronic check,81,503,1
1135-LMECX,Female,1,No,Month-to-month,Mailed check,20,20,0
4332-MUOEZ,Male,20,Fiber optic,One year,Credit card (automatic),94,1818,0
8535-SFUTN,Male,61,Fiber optic,Month-to-month,Electronic check,106,6300,0
5956-VKDTT,Female,5,Fiber optic,Month-to-month,Electronic check,74,335,1
8677-HDZEE,Female,56,Fiber optic,Month-to-month,Bank transfer (automatic),105,5917,0
2475-MROZF,Male,30,Fiber optic,Month-to-month,Credit card (automatic),95,2852,0
9412-GHEEC,Male,40,Fiber optic,Month-to-month,Bank transfer (automatic),105,4132,1
3482-ABPKK,Female,28,DSL,One year,Mailed check,54,1546,0
6705-LXORM,Female,5,Fiber optic,Month-to-month,Electronic check,70,303,0
0257-ZESQC,Female,27,Fiber optic,Month-to-month,Bank transfer (automatic),75,1929,1
7531-GQHME,Male,12,No,Month-to-month,Credit card (automatic),20,265,0
5174-ITUMV,Male,67,Fiber optic,One year,Electronic check,105,6989,0
4109-CYRBD,Male,29,DSL,Month-to-month,Electronic check,52,1442,0
0913-XWSCN,Male,55,Fiber optic,Month-to-month,Bank transfer (automatic),86,4713,0
6825-UYPFK,Female,23,Fiber optic,Month-to-month,Bank transfer (automatic),76,1759,1
8397-MVTAZ,Male,34,Fiber optic,Month-to-month,Electronic check,100,3480,1
0750-EBAIU,Male,52,Fiber optic,One year,Electronic check,91,4738,0
8606-CIQUL,Male,72,Fiber optic,Two year,Credit card (automatic),116,8399,0
3571-DPYUH,Male,58,Fiber optic,One year,Credit card (automatic),95,5430,0
7601-GNDYK,Male,35,No,Two year,Mailed check,20,687,0
0356-OBMAC,Female,56,Fiber optic,Two year,Bank transfer (automatic),100,5706,0
8067-NIOYM,Female,24,No,Two year,Credit card (automatic),21,491,0
1403-GYAFU,Male,70,No,Two year,Credit card (automatic),20,1360,0
4234-XTNEA,Male,2,Fiber optic,Month-to-month,Electronic check,80,174,0
1297-VQDRP,Male,68,Fiber optic,One year,Credit card (automatic),107,7380,0
9282-IZGQK,Female,1,Fiber optic,Month-to-month,Electronic check,85,85,1
5348-CAGXB,Male,12,Fiber optic,Month-to-month,Electronic check,90,1022,0
0621-HJWXJ,Female,63,Fiber optic,Month-to-month,Bank transfer (automatic),82,5029,0
5844-QVTAT,Female,33,DSL,One year,Mailed check,58,1955,0
8905-IAZPF,Female,69,Fiber optic,One year,Credit card (automatic),96,6744,0
5394-MEITZ,Female,60,DSL,Two year,Bank transfer (automatic),81,4947,0
6859-QNXIQ,Female,72,Fiber optic,Two year,Bank transfer (automatic),113,8249,0
2782-LFZVW,Female,11,DSL,Month-to-month,Mailed check,59,602,0
2866-IKBTM,Female,1,No,Month-to-month,Mailed check,20,20,0
1342-JPNKI,Male,10,Fiber optic,Month-to-month,Bank transfer (automatic),86,834,1
2817-NTQDO,Male,13,DSL,Month-to-month,Credit card (automatic),46,597,1
7129-AZJDE,Male,34,Fiber optic,One year,Bank transfer (automatic),79,2647,0
6986-IJDHX,Male,39,Fiber optic,Month-to-month,Mailed check,86,3266,1
2560-PPCHE,Female,65,Fiber optic,One year,Bank transfer (automatic),105,6744,0
4676-MQUEA,Male,50,Fiber optic,One year,Bank transfer (automatic),102,5266,0
8138-EALND,Male,15,No,Month-to-month,Mailed check,20,312,0
3580-HYCSP,Male,72,Fiber optic,Two year,Bank transfer (automatic),110,7967,0
1352-HNSAW,Female,72,Fiber optic,Two year,Bank transfer (automatic),116,8220,0
2075-PUEPR,Male,55,No,Two year,Bank transfer (automatic),19,1153,0
1982-FEBTD,Female,23,No,Two year,Credit card (automatic),26,515,0
5301-GAUUY,Male,32,Fiber optic,Month-to-month,Bank transfer (automatic),80,2596,1
5791-KAJFD,Female,56,DSL,One year,Bank transfer (automatic),69,3808,0
2654-VBVPB,Female,1,No,Month-to-month,Bank transfer (automatic),20,20,0
1154-HYWWO,Male,38,DSL,One year,Mailed check,71,2708,0
2501-XWWTZ,Male,11,Fiber optic,Month-to-month,Electronic check,70,760,0
3716-UVSPD,Male,1,DSL,Month-to-month,Electronic check,49,49,0
6815-ABQFQ,Male,56,Fiber optic,One year,Electronic check,107,6033,0
7343-EOBEU,Male,3,No,Month-to-month,Mailed check,24,89,0
3701-SFMUH,Male,7,DSL,Month-to-month,Credit card (automatic),70,516,0
6103-LIANB,Male,59,Fiber optic,Two year,Credit card (automatic),100,5862,0
7319-VENRZ,Male,7,DSL,Month-to-month,Bank transfer (automatic),64,446,0
5846-NEQVZ,Male,71,DSL,Two year,Credit card (automatic),71,4973,0
6967-QIQRV,Male,15,Fiber optic,One year,Electronic check,102,1667,0
5781-RFZRP,Male,71,DSL,Two year,Credit card (automatic),74,5358,0
0939-YAPAF,Female,35,Fiber optic,Month-to-month,Electronic check,100,3528,1
0308-IVGOK,Female,11,DSL,One year,Credit card (automatic),40,423,0
7293-LSCDV,Female,60,No,Two year,Credit card (automatic),19,1103,0
7025-WCBNE,Male,47,DSL,Two year,Bank transfer (automatic),60,2754,0
5756-JYOJT,Female,11,DSL,One year,Credit card (automatic),65,697,0
4710-FDUIZ,Male,56,Fiber optic,One year,Credit card (automatic),100,5614,1
6030-REHUX,Female,28,Fiber optic,Month-to-month,Electronic check,111,3204,0
9548-LIGTA,Male,61,DSL,Two year,Mailed check,81,4748,0
5150-LJNSR,Male,31,Fiber optic,One year,Bank transfer (automatic),98,3082,0
8270-RKSAP,Male,9,Fiber optic,Month-to-month,Electronic check,71,598,0
6522-YRBXD,Male,35,Fiber optic,Month-to-month,Electronic check,95,3365,0
2640-LYMOV,Male,2,No,Month-to-month,Mailed check,20,39,0
1218-VKFPE,Female,12,No,Month-to-month,Mailed check,19,234,1
3627-FHKBK,Female,1,Fiber optic,Month-to-month,Mailed check,75,75,1
2865-TCHJW,Female,4,Fiber optic,Month-to-month,Electronic check,89,346,1
1423-BMPBQ,Female,1,No,Month-to-month,Mailed check,19,19,0
2393-DIVAI,Female,3,No,Month-to-month,Mailed check,20,62,0
5192-EBGOV,Female,1,Fiber optic,Month-to-month,Electronic check,86,86,1
4568-KNYWR,Male,52,DSL,Two year,Credit card (automatic),63,3342,0
8752-IMQOS,Male,5,No,One year,Mailed check,20,85,0
0742-LAFQK,Male,72,Fiber optic,Two year,Electronic check,99,7422,0
0795-LAFGP,Male,71,DSL,Two year,Electronic check,90,6668,0
0619-OLYUR,Male,72,Fiber optic,Two year,Credit card (automatic),112,8071,0
5512-IDZEI,Male,46,No,One year,Electronic check,25,1175,0
0459-SPZHJ,Male,63,DSL,Two year,Credit card (automatic),84,5435,0
0215-BQKGS,Male,30,Fiber optic,Month-to-month,Credit card (automatic),84,2439,0
9244-ZVAPM,Male,1,DSL,Month-to-month,Mailed check,46,46,0
0719-SYFRB,Female,12,DSL,Month-to-month,Mailed check,62,714,1
8208-EUMTE,Male,16,DSL,Two year,Mailed check,55,916,0
5172-MIGPM,Male,4,DSL,Month-to-month,Mailed check,66,237,0
1710-RCXUS,Male,51,Fiber optic,One year,Credit card (automatic),90,4615,0
0374-FIUCA,Male,65,No,Two year,Credit card (automatic),20,1414,0
5839-SUYVZ,Male,16,Fiber optic,Month-to-month,Credit card (automatic),75,1171,0
5173-ZXXXL,Male,2,No,One year,Mailed check,20,48,0
1096-ADRUX,Female,66,Fiber optic,One year,Bank transfer (automatic),74,4859,0
2001-MCUUW,Male,46,Fiber optic,Two year,Electronic check,109,4903,0
2731-GJRDG,Female,32,Fiber optic,One year,Bank transfer (automatic),110,3608,0
4723-BEGSG,Male,72,DSL,Two year,Credit card (automatic),87,6094,0
6516-NKQBO,Male,38,DSL,Two year,Credit card (automatic),81,3085,0
8672-OAUPW,Male,51,DSL,One year,Credit card (automatic),48,2357,0
8207-DMRVL,Male,72,Fiber optic,Two year,Bank transfer (automatic),115,8306,0
3419-SNJJD,Female,65,Fiber optic,Month-to-month,Bank transfer (automatic),105,6786,1
6543-CPZMK,Male,9,DSL,Month-to-month,Electronic check,30,249,1
4765-OXPPD,Female,9,DSL,Month-to-month,Mailed check,65,663,1
2804-ETQDK,Male,66,No,Two year,Mailed check,21,1357,0
6689-VRRTK,Female,44,Fiber optic,One year,Credit card (automatic),110,4860,0
7138-GIRSH,Male,50,DSL,Two year,Bank transfer (automatic),70,3418,0
9396-ZSFLL,Female,15,DSL,Month-to-month,Mailed check,49,631,0
6464-KEXXH,Male,8,DSL,Month-to-month,Credit card (automatic),25,186,0
7134-MJPDY,Female,66,Fiber optic,One year,Credit card (automatic),103,6977,0
5240-CAOYT,Female,57,Fiber optic,Month-to-month,Bank transfer (automatic),88,4885,0
4059-IIEBK,Female,7,Fiber optic,Month-to-month,Bank transfer (automatic),79,523,0
4881-JVQOD,Male,10,DSL,Month-to-month,Bank transfer (automatic),35,363,0
0516-UXRMT,Female,62,Fiber optic,One year,Electronic check,92,5756,0
4851-BQDNX,Male,40,Fiber optic,One year,Electronic check,85,3356,0
5148-HKFIR,Female,20,No,Two year,Mailed check,20,407,0
1009-IRMNA,Female,7,No,Month-to-month,Bank transfer (automatic),20,138,1
3003-CMDUU,Female,25,Fiber optic,Month-to-month,Electronic check,95,2396,0
5016-IBERQ,Male,23,Fiber optic,Month-to-month,Electronic check,84,1968,0
6797-UCJHZ,Female,66,Fiber optic,One year,Credit card (automatic),105,6819,0
2469-DTSGX,Female,72,Fiber optic,Two year,Electronic check,112,7943,0
4554-YGZIH,Male,49,Fiber optic,Month-to-month,Credit card (automatic),90,4547,1
5099-BAILX,Male,43,Fiber optic,Month-to-month,Bank transfer (automatic),111,4688,1
9931-KGHOA,Female,46,DSL,Month-to-month,Bank transfer (automatic),55,2474,0
1775-KWJKQ,Male,72,DSL,Two year,Credit card (automatic),90,6563,0
7665-VIGUD,Male,10,No,One year,Mailed check,20,176,0
9411-TPQQV,Female,40,DSL,One year,Bank transfer (automatic),55,2236,0
7207-RMRDB,Female,65,Fiber optic,Month-to-month,Electronic check,106,6986,1
7954-MLBUN,Male,31,Fiber optic,Two year,Bank transfer (automatic),99,3110,0
2077-DDHJK,Female,68,DSL,Two year,Credit card (automatic),71,4911,0
4913-EHYUI,Male,56,Fiber optic,One year,Bank transfer (automatic),105,5795,1
0195-IESCP,Male,10,Fiber optic,Month-to-month,Electronic check,85,855,1
9574-BOSMD,Male,68,No,Two year,Bank transfer (automatic),25,1620,0
